category,bedrooms,bathrooms,floor_area,condition,amenities,parking_space,lat,lng,amenities_count,furnishing,price,log1p_price
Flats,1.0,1.0,10.0,New,"Apartment,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6844172,-0.2537157,5,Unfurnished,1500,7.313886831633462
Duplex,4.0,5.0,900.0,New,"24-hour Electricity,Air Conditioning,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Pop Ceiling,Tiled Floor,Wardrobe",0,5.5459415,-0.2103988,9,Unfurnished,30000,10.308985993422082
Flats,1.0,1.0,14.0,New,24-hour Electricity,0,5.5427477,-0.2565425,1,Semi-Furnished,1200,7.0909098220799835
Flats,2.0,2.0,787.0,Used,"Apartment,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Tiled Floor",0,5.6312394,-0.1422768,5,Unfurnished,2500,7.824445930877619
Flats,2.0,2.0,600.0,New,"24-hour Electricity,Balcony,Dining Area,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.8142836,0.0746767,10,Furnished,7000,8.853808274977197
Flats,1.0,1.0,100.0,Used,"Pre-Paid Meter,Air Conditioning,Tiled Floor,24-hour Electricity,Kitchen Cabinets,Apartment,Wardrobe,Pop Ceiling",0,5.6731273,-0.1663851,8,Unfurnished,1400,7.244941546337007
Detached,3.0,2.0,190.0,Used,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",0,5.6376136,-0.1266064,17,Furnished,16751,9.726272933110318
Duplex,5.0,6.0,1000.0,New,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,Wardrobe",0,5.6358281,-0.1613592,14,Semi-Furnished,48000,10.778977123006351
Flats,1.0,1.0,1000.0,New,24-hour Electricity,0,5.7088147,-0.3560076,1,Unfurnished,1000,6.90875477931522
Flats,2.0,2.0,600.0,New,"24-hour Electricity,Apartment,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6442137,-0.2480426,10,Unfurnished,2500,7.824445930877619
Detached,3.0,4.0,1253.0,Used,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6634097,-0.2653998,12,Unfurnished,3800,8.24301946898925
Flats,1.0,1.0,100.0,Used,"24-hour Electricity,Air Conditioning,Apartment,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6802129,-0.1372479,6,Unfurnished,1800,7.496097345175956
Flats,2.0,3.0,5000.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Wardrobe,Tiled Floor,Wi-Fi",0,5.6376136,-0.1266064,13,Semi-Furnished,2500,7.824445930877619
Detached,4.0,4.0,120.0,Used,"24-hour Electricity,Air Conditioning,Dining Area,Dishwasher,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6358281,-0.1613592,8,Unfurnished,7200,8.881975184248867
Flats,2.0,2.0,600.0,Used,"24-hour Electricity,Air Conditioning,Kitchen Cabinets,Kitchen Shelf,Pre-Paid Meter,Tiled Floor",0,5.7556353,-0.1738945,6,Unfurnished,3000,8.006700845440367
Detached,4.0,2.0,100.0,New,24-hour Electricity,0,5.6510376,-0.1354586,1,Furnished,21547,9.978038283800425
Flats,2.0,2.0,700.0,New,"24-hour Electricity,Apartment,Balcony,Dishwasher,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6376136,-0.1266064,11,Semi-Furnished,3000,8.006700845440367
Duplex,6.0,7.0,180.0,New,"Kitchen Cabinets,Tiled Floor,Air Conditioning,Pop Ceiling,Pre-Paid Meter,Wardrobe,Dining Area,Balcony",0,5.6385083,-0.1250963,8,Unfurnished,13500,9.510519035757246
Flats,2.0,2.0,15.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6483819,-0.2221213,13,Semi-Furnished,5000,8.517393171418904
Flats,1.0,1.0,200.0,New,"Air Conditioning,Apartment,Balcony,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.5862504,-0.1394584,10,Semi-Furnished,8800,9.082620630373812
Flats,2.0,2.0,4080.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Dining Area,Dishwasher,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter",0,5.7141674,-0.15418,10,Semi-Furnished,3000,8.006700845440367
Flats,1.0,1.0,989.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6802129,-0.1372479,13,Semi-Furnished,2050,7.62608275807238
Flats,2.0,2.0,100.0,New,"Air Conditioning,Apartment,Balcony,Kitchen Shelf,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Refrigerator,Wardrobe",0,5.6358281,-0.1613592,9,Semi-Furnished,4500,8.412054873292933
Flats,1.0,1.0,699.0,Used,24-hour Electricity,0,5.6562651,-0.2338473,1,Unfurnished,1200,7.0909098220799835
Detached,4.0,5.0,100.0,Used,"Dining Area,Tiled Floor,Wardrobe,Pop Ceiling,Kitchen Cabinets",0,5.6495001,-0.2100343,5,Unfurnished,18600,9.83097062169695
Flats,2.0,2.0,1200.0,New,"24-hour Electricity,Air Conditioning,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6358281,-0.1613592,11,Unfurnished,5000,8.517393171418904
Flats,2.0,2.0,1000.0,New,"24-hour Electricity,Apartment,Balcony,Chandelier,Dining Area,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6510376,-0.1354586,9,Unfurnished,2600,7.8636512654486515
Flats,2.0,2.0,111.0,New,"Wardrobe,Pop Ceiling,Balcony,Kitchen Cabinets,Kitchen Shelf,24-hour Electricity,Tiled Floor,Pre-Paid Meter",0,5.606104699999999,-0.1860362,8,Unfurnished,2000,7.601402334583733
Flats,1.0,1.0,100.0,Used,"24-hour Electricity,Apartment,Tiled Floor",0,5.7213053,-0.1348997,3,Unfurnished,800,6.68586094706836
Flats,2.0,2.0,155.0,New,"24-hour Electricity,Apartment,Balcony,Dining Area,Dishwasher,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.7088147,-0.3560076,9,Semi-Furnished,2000,7.601402334583733
Flats,2.0,2.0,100.0,New,"24-hour Electricity,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6772176,-0.1251477,13,Semi-Furnished,2500,7.824445930877619
Flats,3.0,4.0,1233.0,New,"Tiled Floor,Air Conditioning,24-hour Electricity,Apartment",0,5.6274508,-0.0872742,4,Unfurnished,4000,8.294299608857235
Flats,1.0,1.0,4999.0,Used,"24-hour Electricity,Apartment,Balcony,Dishwasher,Kitchen Shelf,Tiled Floor",0,5.6376136,-0.1266064,6,Unfurnished,950,6.85751406254539
Detached,4.0,5.0,100.0,Used,"24-hour Electricity,Air Conditioning,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.5570305,-0.1762717,10,Unfurnished,27000,10.203629181337648
Flats,2.0,2.0,100.0,Used,"Chandelier,Kitchen Shelf,Dining Area,Hot Water,Dishwasher,24-hour Electricity,Balcony,Air Conditioning,Apartment",0,5.6358281,-0.1613592,9,Unfurnished,8000,8.987321812850125
Detached,2.0,2.0,300.0,New,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,Wardrobe",0,5.7141674,-0.15418,13,Semi-Furnished,14500,9.581972891547895
Detached,1.0,1.0,13.0,Renovated,"Pre-Paid Meter,Tiled Floor,24-hour Electricity,Dishwasher",0,5.5831665,-0.1046082,4,Unfurnished,800,6.68586094706836
Detached,4.0,5.0,222.0,New,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Kitchen Cabinets,Kitchen Shelf,Pre-Paid Meter,Pop Ceiling,Tiled Floor",0,5.606104699999999,-0.1860362,10,Semi-Furnished,15000,9.61587214452889
Detached,4.0,4.0,100.0,Used,"Air Conditioning,Balcony,Hot Water,Dining Area,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.5459415,-0.2103988,8,Unfurnished,17447,9.766980307881465
Flats,1.0,1.0,170.0,Used,"24-hour Electricity,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.7213053,-0.1348997,6,Unfurnished,900,6.803505257608338
Semi-Detached,1.0,1.0,700.0,New,"24-hour Electricity,Apartment,Dining Area,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.7141674,-0.15418,8,Semi-Furnished,1500,7.313886831633462
Duplex,3.0,4.0,50.0,New,"Kitchen Cabinets,Microwave,Dining Area,Apartment,Refrigerator,Chandelier,Hot Water,Air Conditioning,Pre-Paid Meter,Dishwasher,Balcony,Pop Ceiling,Kitchen Shelf",0,5.606104699999999,-0.1860362,13,Furnished,22500,10.021315031649332
Flats,1.0,1.0,17.0,Used,"24-hour Electricity,Dishwasher,Apartment,Kitchen Cabinets,Pre-Paid Meter,Tiled Floor",0,5.5831665,-0.1046082,6,Unfurnished,600,6.398594934535208
Flats,2.0,2.0,100.0,New,"24-hour Electricity,Air Conditioning,Apartment,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6802129,-0.1372479,8,Unfurnished,3200,8.071218539969863
Mansion,5.0,5.0,250.0,Used,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",0,5.6358281,-0.1613592,18,Furnished,40000,10.596659732783579
Detached,4.0,3.0,750.0,New,"Balcony,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6358281,-0.1613592,8,Semi-Furnished,6000,8.699681400989514
Detached,3.0,2.0,100.0,Used,"Tiled Floor,Pre-Paid Meter,Refrigerator,Pop Ceiling,Kitchen Shelf,Chandelier,Balcony",0,5.7023611,-0.2069455,7,Unfurnished,1900,7.550135342488429
Flats,2.0,2.0,400.0,Used,Air Conditioning,0,5.5997705,-0.2045388,1,Unfurnished,1800,7.496097345175956
Flats,2.0,3.0,2000.0,New,"24-hour Electricity,Air Conditioning,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6376136,-0.1266064,11,Unfurnished,5000,8.517393171418904
Flats,2.0,2.0,100.0,Used,"24-hour Electricity,Apartment,Balcony,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Tiled Floor",0,5.7141674,-0.15418,7,Unfurnished,2000,7.601402334583733
Flats,3.0,4.0,100.0,Used,"24-hour Electricity,Air Conditioning,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",0,5.6439894,-0.1485298,14,Furnished,22500,10.021315031649332
Flats,2.0,2.0,547.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.7141674,-0.15418,12,Semi-Furnished,4000,8.294299608857235
Flats,2.0,2.0,100.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6619606,-0.1290806,14,Semi-Furnished,4500,8.412054873292933
Flats,2.0,2.0,80.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",0,5.6663422,-0.2522717,16,Furnished,6000,8.699681400989514
Detached,4.0,5.0,150.0,Used,"24-hour Electricity,Air Conditioning,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Balcony",0,5.6358281,-0.1613592,11,Semi-Furnished,9000,9.105090961257085
Flats,3.0,2.0,15.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Wardrobe,Tiled Floor",0,6.6932173,-1.627507,12,Semi-Furnished,1500,7.313886831633462
Flats,2.0,2.0,231.0,Used,"24-hour Electricity,Balcony",0,5.5831665,-0.1046082,2,Unfurnished,1800,7.496097345175956
Flats,2.0,2.0,17.0,Used,"Air Conditioning,Pre-Paid Meter,24-hour Electricity,Hot Water,Wardrobe,Dishwasher,Chandelier,Pop Ceiling,Tiled Floor,Kitchen Cabinets,Dining Area",0,5.5831665,-0.1046082,11,Semi-Furnished,3500,8.160803920954665
Flats,2.0,3.0,864.0,New,"Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe",0,5.5459415,-0.2103988,16,Unfurnished,3000,8.006700845440367
Duplex,4.0,4.0,100.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe,Wi-Fi",0,5.6510376,-0.1354586,16,Semi-Furnished,8500,9.04793908261736
Flats,3.0,3.0,120.0,New,"24-hour Electricity,Apartment,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6563118,-0.0093265999999999,11,Semi-Furnished,3500,8.160803920954665
Flats,2.0,2.0,500.0,Used,"24-hour Electricity,Apartment,Balcony,Dishwasher,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter",0,5.7141674,-0.15418,8,Semi-Furnished,1500,7.313886831633462
Detached,5.0,5.0,351.0,New,"24-hour Electricity,Air Conditioning,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.612781,-0.234345,11,Semi-Furnished,11000,9.305741456739435
Flats,1.0,1.0,246.0,Used,"24-hour Electricity,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6802129,-0.1372479,5,Unfurnished,1300,7.170888478512505
Flats,3.0,2.0,200.0,Used,"24-hour Electricity,Apartment,Balcony,Chandelier,Dining Area,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.5344155,-0.4252737,10,Unfurnished,1400,7.244941546337007
Flats,1.0,1.0,180.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.7141674,-0.15418,10,Semi-Furnished,2500,7.824445930877619
Detached,2.0,2.0,100.0,New,"24-hour Electricity,Air Conditioning,Hot Water,Kitchen Cabinets,Pop Ceiling,Tiled Floor,Wardrobe",0,5.6802129,-0.1372479,7,Unfurnished,5000,8.517393171418904
Detached,4.0,4.0,100.0,Used,"Dining Area,Dishwasher,Kitchen Cabinets,Kitchen Shelf,Microwave,Balcony,Apartment,Air Conditioning,24-hour Electricity",0,5.5459415,-0.2103988,9,Unfurnished,17000,9.741027444837728
Flats,1.0,1.0,19.0,New,"24-hour Electricity,Apartment,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.7141674,-0.15418,6,Unfurnished,750,6.621405651764134
Detached,2.0,1.0,16.0,Used,"Kitchen Cabinets,24-hour Electricity,Dishwasher,Apartment,Pre-Paid Meter,Tiled Floor,Dining Area",0,5.5831665,-0.1046082,7,Semi-Furnished,1200,7.0909098220799835
Semi-Detached,1.0,1.0,14.0,New,"24-hour Electricity,Apartment,Balcony,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6983581,-0.2150873,9,Unfurnished,1000,6.90875477931522
Detached,6.0,6.0,300.0,New,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Microwave,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6358281,-0.1613592,12,Unfurnished,48000,10.778977123006351
Duplex,2.0,2.0,200.0,Used,"Kitchen Shelf,Dining Area,Pop Ceiling,Dishwasher,Tiled Floor,Balcony,Apartment,Pre-Paid Meter,24-hour Electricity,Kitchen Cabinets",0,5.5510647,-0.4408037,10,Unfurnished,1200,7.0909098220799835
Detached,5.0,7.0,300.0,New,"24-hour Electricity,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.5666403,-0.3334778,13,Furnished,4000,8.294299608857235
Flats,2.0,2.0,100.0,New,24-hour Electricity,0,5.6563118,-0.0093265999999999,1,Furnished,1800,7.496097345175956
Flats,1.0,1.0,33.0,Used,"24-hour Electricity,Apartment,Balcony,Dining Area,Dishwasher,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6802129,-0.1372479,9,Unfurnished,1200,7.0909098220799835
Flats,1.0,1.0,258.0,Used,"24-hour Electricity,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.6802129,-0.1372479,5,Unfurnished,1500,7.313886831633462
Detached,3.0,3.0,687.0,Used,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe",0,5.5459415,-0.2103988,17,Unfurnished,4500,8.412054873292933
Flats,2.0,2.0,70.0,New,"Apartment,Air Conditioning,24-hour Electricity,Kitchen Cabinets,Kitchen Shelf,Microwave,Tiled Floor,Wardrobe,Pop Ceiling,Hot Water",0,5.6358281,-0.1613592,10,Semi-Furnished,5000,8.517393171418904
Flats,1.0,1.0,654.0,New,"24-hour Electricity,Apartment,Balcony,Dining Area,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.5459415,-0.2103988,7,Unfurnished,500,6.2166061010848646
Flats,2.0,2.0,455.0,Used,"24-hour Electricity,Apartment,Balcony,Dining Area,Dishwasher,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.7062137,-0.3019281,9,Semi-Furnished,1500,7.313886831633462
Flats,2.0,2.0,753.0,Used,"24-hour Electricity,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.5459415,-0.2103988,14,Semi-Furnished,2500,7.824445930877619
Detached,4.0,4.0,1110.0,Used,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Tiled Floor,TV,Wardrobe,Wi-Fi",0,5.606104699999999,-0.1860362,16,Semi-Furnished,17930,9.794286337492364
Detached,5.0,3.0,2980.0,Used,"24-hour Electricity,Balcony,Chandelier,Dining Area,Kitchen Cabinets,Kitchen Shelf,Pre-Paid Meter,Tiled Floor",0,5.5754558,-0.2742955,8,Semi-Furnished,6000,8.699681400989514
Flats,2.0,2.0,111.0,Used,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Dining Area,Chandelier,Kitchen Cabinets,Kitchen Shelf",0,5.606104699999999,-0.1860362,8,Semi-Furnished,10400,9.249657234353133
Flats,1.0,1.0,36.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Kitchen Cabinets,Pre-Paid Meter",0,6.6932173,-1.627507,6,Unfurnished,850,6.7464121285733745
Flats,2.0,2.0,960.0,Used,"Pre-Paid Meter,Pop Ceiling,Tiled Floor,Apartment,Kitchen Shelf",0,5.5905595,-0.2502697,5,Unfurnished,2500,7.824445930877619
Flats,2.0,2.0,200.0,New,"24-hour Electricity,Air Conditioning,Balcony,Dining Area,Hot Water,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6358281,-0.1613592,10,Unfurnished,3500,8.160803920954665
Flats,2.0,2.0,1523.0,New,"24-hour Electricity,Apartment,Balcony,Dining Area,Dishwasher,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.700273,-0.302078,10,Unfurnished,2200,7.696667081526462
Duplex,5.0,5.0,874.0,Used,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",0,5.5459415,-0.2103988,17,Semi-Furnished,5000,8.517393171418904
Flats,1.0,1.0,20.0,Renovated,"24-hour Electricity,Apartment,Dishwasher,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.609507499999999,-0.2507539,7,Semi-Furnished,1500,7.313886831633462
Flats,1.0,1.0,74.0,Used,"24-hour Electricity,Apartment,Kitchen Cabinets,Kitchen Shelf,Pre-Paid Meter,Tiled Floor",0,5.6944159,-0.2021951,6,Unfurnished,1000,6.90875477931522
Flats,2.0,2.0,15.0,Used,"Dining Area,Dishwasher,Kitchen Cabinets,Apartment,Pre-Paid Meter,Pop Ceiling,24-hour Electricity,Wardrobe,Tiled Floor",0,5.5831665,-0.1046082,9,Semi-Furnished,2500,7.824445930877619
Flats,2.0,2.0,540.0,Used,"Air Conditioning,24-hour Electricity,Apartment,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6802129,-0.1372479,12,Unfurnished,2500,7.824445930877619
Detached,3.0,3.0,1200.0,Used,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,Wardrobe,Wi-Fi",0,5.6563118,-0.0093265999999999,16,Furnished,15000,9.61587214452889
Flats,2.0,2.0,574.0,Used,"Air Conditioning,24-hour Electricity,Apartment,Dining Area,Kitchen Cabinets,Kitchen Shelf,Tiled Floor,Wardrobe",0,5.64174,-0.1517108,8,Furnished,13660,9.522300336887486
Detached,6.0,5.0,150.0,Used,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6358281,-0.1613592,12,Furnished,53811,10.893251769605433
Flats,2.0,2.0,13.0,New,"24-hour Electricity,Dishwasher,Tiled Floor,Pre-Paid Meter,Apartment,Dining Area,Hot Water,Kitchen Cabinets,Air Conditioning,Pop Ceiling",0,5.5831665,-0.1046082,10,Unfurnished,2000,7.601402334583733
Flats,2.0,2.0,985.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Dining Area,Dishwasher,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor,Wardrobe",0,5.6376136,-0.1266064,12,Semi-Furnished,4500,8.412054873292933
Flats,3.0,3.0,70.0,New,"Balcony,Pre-Paid Meter,Wardrobe,Hot Water,Pop Ceiling,Kitchen Shelf,Dishwasher,Air Conditioning,Dining Area,24-hour Electricity,Kitchen Cabinets,Tiled Floor,Refrigerator",0,6.6932173,-1.627507,13,Furnished,10000,9.210440366976517
Flats,1.0,1.0,455.0,New,"24-hour Electricity,Apartment,Balcony,Dining Area,Hot Water,Dishwasher,Kitchen Cabinets,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.700273,-0.302078,10,Semi-Furnished,1400,7.244941546337007
Detached,4.0,3.0,1253.0,Used,"24-hour Electricity,Balcony,Chandelier,Dining Area,Dishwasher,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre-Paid Meter,Tiled Floor",0,5.612781,-0.234345,10,Unfurnished,5000,8.517393171418904
Duplex,3.0,4.0,764.0,New,"24-hour Electricity,Air Conditioning,Apartment,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,TV,Wardrobe,Wi-Fi",0,5.5767652,-0.1784836,18,Semi-Furnished,23000,10.043292972227004
Flats,3.0,3.0,300.0,Used,"Apartment,Balcony,Kitchen Cabinets,Pre-Paid Meter,Tiled Floor",0,5.5459415,-0.2103988,5,Unfurnished,3700,8.216358332386156
Flats,2.0,2.0,120.0,New,"Kitchen Shelf,Pop Ceiling,Kitchen Cabinets,Wardrobe,24-hour Electricity,Tiled Floor,Apartment,Pre-Paid Meter,Balcony",0,5.6887241,-0.2270226,9,Semi-Furnished,2100,7.650168700845001
Flats,1.0,1.0,100.0,Used,"Apartment,Kitchen Cabinets,Kitchen Shelf,Pre-Paid Meter,24-hour Electricity",0,5.5666403,-0.3334778,5,Unfurnished,800,6.68586094706836
Detached,1.0,1.0,123.0,Renovated,"24-hour Electricity,Air Conditioning,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Tiled Floor",0,5.5862504,-0.1394584,6,Unfurnished,1800,7.496097345175956
Semi-Detached,4.0,5.0,120.0,New,"24-hour Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre-Paid Meter,Refrigerator,Tiled Floor,Wardrobe",0,5.5459415,-0.2103988,15,Semi-Furnished,13000,9.472781556562168
