bhk,type,locality,area,region,status,age,price_cr,price_per_sqft,area_scaled,price_per_sqft_scaled
2,0,Sheth Vasant Blossom,694,Andheri East,1,0,1.78,25648.414985590778,-0.5360791877327284,1.6574920451947373
2,0,Puraniks Magnificent Bali,770,Thane West,1,0,0.7340000000000001,9532.467532467534,-0.31985815799089856,-0.5998721229604765
2,0,Lodha Casa Rio,779,Dombivali,0,1,0.452,5802.310654685494,-0.29425303604778713,-1.1223559857302734
2,0,Reputed Builder Sukur Garden,1100,Thane West,0,1,1.05,9545.454545454546,0.6189963132565205,-0.5980530293047345
2,0,White Heaven Shree Shaswat Building No 15,890,Mira Road East,0,0,0.94,10561.797752808989,0.021543467917253818,-0.4556936213019962
2,0,Godrej Ascend,620,Thane East,1,0,1.2,19354.83870967742,-0.7466101903760891,0.7759494851856283
2,0,Cidco Valley Shilp,1060,Kharghar,0,2,0.95,8962.264150943396,0.5051957712871363,-0.6797406312040968
2,0,Nexus Park,1270,Diva,1,0,0.52,4094.488188976378,1.1026486166264031,-1.3615710396931802
2,0,JP JP North Phase 5 Euphoria,536,Mira Road East,1,0,0.78,14552.23880597015,-0.9855913285117958,0.10324830096121197
2,0,SKD Pinnacolo And Pinnacolo NX,1060,Mira Road East,0,1,1.08,10188.67924528302,0.5051957712871363,-0.5079564095627909
2,0,JHV Hira Laxmi Heights,1070,Ulwe,0,0,0.95,8878.504672897196,0.5336459067794824,-0.6914728390084994
2,0,Ajmera Emerald,1000,Kalyan West,0,1,0.72,7200.0,0.3344949583330602,-0.9265813435317577
2,0,Lodha Bellagio Tower C1,1210,Powai,1,0,2.49,20578.51239669422,0.9319478036723269,0.9473497173234401
2,0,Strawberry The Address Building No 2,1060,Mira Road East,1,0,1.04,9811.32075471698,0.5051957712871363,-0.5608130931447314
2,0,Sai Avaneesh,1139,Kalamboli,0,1,1.0,8779.63125548727,0.72995184167667,-0.7053220594960586
2,0,Satyam Super Bonanza,675,Taloja,1,0,0.9,13333.333333333334,-0.5901344451681859,-0.06748404637995566
2,0,Adani The Views,811,Ghatkopar East,1,0,2.04,25154.130702836006,-0.20321260247227985,1.588257541172035
2,0,Lodha The Lodha Palava Township,1290,Dombivali,0,0,0.675,5232.558139534884,1.159548887611095,-1.2021613410255991
2,0,Kalpataru Siddhachal III,1200,Thane West,0,2,1.45,12083.333333333334,0.9034976681799809,-0.24257181074513268
2,0,Amisha Empire Phase I,706,Mira Road East,0,0,0.84,11898.016997167138,-0.5019390251419132,-0.2685291091448805
2,0,MS Vrindavan Palms,805,Kalyan West,0,2,0.67,8322.981366459628,-0.22028268376768745,-0.7692851060300234
2,0,Piramal Vaikunth Cluster 4,625,Thane West,1,0,1.0,16000.0,-0.7323851226299161,0.30603651759908856
2,0,Vardhman Grandeur,890,Andheri West,1,2,1.85,20786.516853932586,0.021543467917253818,0.9764849456401262
2,0,Kalpataru Immensa,761,Thane West,1,0,1.55,20367.936925098555,-0.34546327993401,0.9178543664819778
2,0,Shree Krishna Elegance,366,Vasai,1,0,0.5,13661.20218579235,-1.4692436318816784,-0.02155938687433549
2,0,Rassaz Greens ,900,Mira Road East,0,0,0.986,10955.555555555555,0.04999360340959985,-0.4005398825946037
2,0,Kalpataru Paramount D,487,Thane West,1,0,0.9112,18710.47227926078,-1.1249969924242913,0.6856929429987331
2,0,Lodha Woods,719,Kandivali East,1,0,1.77,24617.52433936022,-0.4649538490018633,1.5130949743519526
2,0,Reputed Builder Lalani Residency,1060,Thane West,0,1,0.9299,8772.641509433963,0.5051957712871363,-0.7063011147040217
2,0,Dream Arihant Niwara Sky,1100,Sion,1,0,1.43,13000.0,0.6189963132565205,-0.11417411687733628
2,0,Vishal Residency,1135,Ulwe,0,1,0.86,7577.092511013216,0.7185717874797316,-0.8737619157620338
2,0,Runwal Codename West And South Avenue,554,Dombivali,1,0,0.5636,10173.285198555957,-0.9343810846255729,-0.5101126569435704
2,0,Arihant Clan Aalishan Phase 1,463,Kharghar,1,0,1.2,25917.92656587473,-1.1932773176059217,1.695242589244692
2,0,MICL Aradhya D And E Tower,697,Bhayandar East,1,0,0.99,14203.730272596844,-0.5275441470850246,0.054432636984796924
2,0,Abhyudaya Star Right Heights,511,Vikhroli,1,0,0.78,15264.187866927594,-1.056716667242661,0.2029711565011528
2,0,VBHC VBHC Greenwoods,793,Palghar,0,1,0.25,3152.5851197982347,-0.2544228463585027,-1.49350360179806
2,0,Space Residence II Building No 4 B,985,Mira Road East,1,0,0.95,9644.67005076142,0.2918197550945411,-0.5841558924931008
2,0,Romell Amore,733,Jogeshwari West,1,2,1.5,20463.847203274214,-0.4251236593125789,0.9312885394303125
2,0,Krishh Celestia,1240,Kharghar,0,1,1.3,10483.870967741936,1.017298210149365,-0.46660884256724094
2,0,Prashasti Livin Green,1150,Borivali East,0,0,1.9,16521.739130434784,0.7612469907182506,0.3791166279428148
2,0,Today Oxyfresh Homes,665,Kharghar,1,0,0.79,11879.699248120301,-0.6185845806605319,-0.2710948801279309
2,0,Reputed Builder Cosmos Paradise,1000,Thane West,0,1,1.1,11000.0,0.3344949583330602,-0.3943145398616195
2,0,Gurukrupa Param,692,Vikhroli,1,0,1.3,18786.127167630057,-0.5417692148311977,0.6962899392130321
2,0,Reputed Builder Hans Residency,900,Kurla,0,1,1.22,13555.555555555555,0.04999360340959985,-0.036357332715035495
2,0,Chandak GREENAIRY,618,Borivali East,1,0,1.88,30420.711974110032,-0.7523002174745583,2.3259486936799396
2,0,Vihang Vermont,902,Thane West,0,1,0.73,8093.1263858093125,0.05568363050806906,-0.8014809417822352
2,0,S M Hatkesh Heights,956,Mira Road East,0,1,0.84,8786.610878661088,0.20931436216673763,-0.7043444222019665
2,0,Vihang Valley,850,Thane West,0,2,1.0,11764.70588235294,-0.09225707405213031,-0.28720202519115834
2,0,Runwal Forest Tower 5 To 8,1050,Kanjurmarg,0,1,1.69,16095.238095238095,0.47674563579479035,0.31937653774119734
2,0,Sunteck City 4th Avenue,646,Goregaon West,1,0,1.48,22910.216718266252,-0.6726398380959894,1.2739520347831754
2,0,Tata Tata New Value Homes New Haven Boisar II,999,Boisar,0,0,0.39,3903.903903903904,0.3316499447838256,-1.3882662208103602
2,0,Reputed Builder Kasturi Heights,1280,Kharghar,1,0,1.3,10156.25,1.131098752118749,-0.512498780808114
2,0,JP North,981,Mira Road East,0,1,0.92,9378.185524974515,0.28043970089760273,-0.6214824363794559
2,0,Sheth Vasant Oasis,1020,Andheri East,0,1,1.8,17647.058823529413,0.3913952293177522,0.5367403953508514
2,0,Reputed Builder Samriddhi,1026,Mira Road East,0,0,0.91,8869.395711500974,0.4084653106131599,-0.692748733157742
2,0,Chamunda Heights,1150,Ghansoli,0,1,1.6,13913.04347826087,0.7612469907182506,0.013716076224184385
2,0,Dosti West County,711,Thane West,1,0,0.9732999999999999,13689.17018284107,-0.4877139573957402,-0.017641903612709748
2,0,Shree Shakun Greens,980,Virar,0,1,0.4199,4284.693877551021,0.2775946873483681,-1.3349288886675215
2,0,Sai Yashaskaram,1250,Kharghar,0,1,1.26,10080.0,1.045748345641711,-0.5231791344343898
2,0,Kabra Hyde Park,900,Thane West,0,1,1.2,13333.333333333334,0.04999360340959985,-0.06748404637995566
2,0,BKS Carina,1300,Kharghar,0,2,1.24,9538.461538461539,1.1879990231034412,-0.599032541273211
2,0,Prestige Jasdan Classic,1300,Byculla,1,0,3.5,26923.076923076922,1.1879990231034412,1.8360342123594044
2,0,Runwal Codename Enchanted,627,Thane West,1,0,1.14,18181.81818181818,-0.7266950955314468,0.6116442517637609
2,0,Metro Tulsi Sagar,1250,Nerul,0,1,2.34,18720.0,1.045748345641711,0.6870274928577138
2,0,Tanvi Eminence I,950,Mira Road East,0,1,0.7390000000000001,7778.947368421053,0.19224428087133003,-0.8454880631942019
2,0,Dynamix Parkwoods,975,Thane West,1,0,1.1,11282.051282051281,0.2633696196021951,-0.35480755713306683
2,0,Imperial,1048,Kalyan East,1,2,0.68,6488.549618320611,0.4710556086963211,-1.0262343489597545
2,0,Pride Park Royale,1250,Andheri East,0,0,1.82,14560.0,1.045748345641711,0.10433541305040464
2,0,SCGK Royal Castle,882,Ambernath East,0,0,0.319,3616.7800453514737,-0.001216640476623007,-1.4284837204022387
2,0,Dynamix Parkwoods,1010,Thane West,1,0,1.05,10396.039603960397,0.36294509382540624,-0.47891140026776435
2,0,Lodha Upper Thane,489,Anjurdive,1,0,0.6065,12402.862985685071,-1.119306965325822,-0.19781522476221436
2,0,Sheth Vasant Blossom,703,Andheri East,1,2,1.75,24893.314366998577,-0.510474065789617,1.5517249418506807
2,0,Shapoorji Pallonji Alpine Shapoorji Pallonji,1350,Kandivali East,0,1,2.2,16296.296296296296,1.3302497005651714,0.34753880248564895
2,0,Rustomjee Urbania,687,Thane West,0,0,1.28,18631.732168850074,-0.5559942825773706,0.674663799080591
2,0,Reputed Builder Shree Nandadeep Bhavan,890,Chembur,0,1,2.2,24719.101123595505,0.021543467917253818,1.5273228560024805
2,0,Nahar Tulipia and Tilia Apartment,1049,Powai,0,1,2.22,21163.01239275501,0.47390062224555574,1.0292207553888308
2,0,Man One Park Avenue,798,Thane West,1,0,0.99,12406.015037593985,-0.2401977786123297,-0.19737371618469862
2,0,Reputed Builder GulmoharLtd,811,Sion,0,1,1.45,17879.161528976572,-0.20321260247227985,0.5692510703907333
2,0,Reputed Builder Ochana Pride Park CHSL,1065,Thane West,0,1,1.2,11267.605633802817,0.5194208390333094,-0.3568309621383703
2,0,Kenarc Premia Tower A,625,Chembur,1,0,1.3,20800.0,-0.7323851226299161,0.9783735327613683
2,0,Raheja Serenity,1050,Kandivali East,0,1,2.5,23809.52380952381,0.47674563579479035,1.399918169252004
2,0,Kalpataru Paramount,711,Thane West,1,0,1.38,19409.28270042194,-0.4877139573957402,0.7835754664836894
2,0,Space Residency,770,Mira Road East,1,0,0.85,11038.961038961039,-0.31985815799089856,-0.3888572588943932
2,0,Jai Gurudeo Complex,1120,Kamothe,0,1,1.06,9464.285714285714,0.6758965842412126,-0.6094223646531228
2,0,Rizvi Utopia,1047,Santacruz East,0,2,1.8,17191.977077363896,0.4682105951470865,0.4729969989192343
2,0,Runwal Sanctuary,1069,Mulund West,1,0,1.65,15434.985968194575,0.5308008932302478,0.226894882668075
2,0,Lodha Codename Crown Jewel,1100,Thane West,0,0,1.15,10454.545454545454,0.6189963132565205,-0.4707164734027877
2,0,Ajmera Bhakti Park,965,Wadala,0,1,1.86,19274.61139896373,0.23491948410984906,0.764712028806516
2,0,Tricity Montview,1167,Sanpada,1,0,1.4,11996.572407883461,0.8096122210552389,-0.25472443192215033
2,0,Vasant Vasant Vihar,1050,Thane West,0,1,0.9,8571.42857142857,0.47674563579479035,-0.7344850534853921
2,0,Arihant Aakarshan Phase 1,676,Taloja,1,2,0.43,6360.94674556213,-0.5872894316189513,-1.04410771033404
2,0,Wadhwa Atmosphere O2,572,Mulund West,1,0,1.59,27797.202797202797,-0.88317084073935,1.958473208418969
2,0,Lodha Paradise,750,Thane West,0,1,1.0,13333.333333333334,-0.37675842897559064,-0.06748404637995566
2,0,V3 Shiv Parbat,1305,Borivali West,1,0,1.76,13486.590038314176,1.2022240908496142,-0.04601734730070033
2,0,Unique Estate,1080,Mira Road East,0,0,0.9511,8806.481481481482,0.5620960422718284,-0.7015611426624375
2,0,Raj Heritage,1060,Mira Road East,0,0,0.945,8915.094339622641,0.5051957712871363,-0.6863477166518394
2,0,Radheya Sai Enclave,992,Naigaon East,0,1,0.4986,5026.209677419355,0.3117348499391834,-1.2310646137551993
2,0,L And T Emerald Isle,1250,Powai,0,1,2.65,21200.0,1.045748345641711,1.034401617358225
2,0,Akshar Ashlar Tattva,885,Titwala,0,0,0.387,4372.881355932203,0.007318400171080802,-1.3225764499197104
2,0,Vasant Vasant Vihar,1187,Thane West,0,2,1.45,12215.669755686606,0.866512492039931,-0.22403542007799654
2,0,RRB Satra Harmony,528,Chembur,0,0,1.46,27651.515151515152,-1.0083514369056725,1.9380667090757084
2,0,Mahaavir Heights,1022,Kalamboli,0,1,0.95,9295.499021526419,0.39708525641622144,-0.6330643524049764
2,0,Kalpataru Bliss Apartments,1050,Santacruz East,1,0,2.75,26190.47619047619,0.47674563579479035,1.7334186728047223
2,0,Reputed Builder Blacksmith Tower 2,995,Airoli,0,1,1.3,13065.326633165829,0.32026989058688715,-0.10502380155372909
2,0,Dosti Mezzo 22,615,Sion,1,0,1.92,31219.51219512195,-0.760835258122262,2.437836809577049
2,0,Shapoorji Pallonji Alpine Shapoorji Pallonji,1150,Kandivali East,0,1,2.5,21739.130434782608,0.7612469907182506,1.1099177313800752
2,0,Lotus Residency,837,Jogeshwari West,0,0,1.43,17084.826762246117,-0.12924225019218016,0.4579884316192374
2,0,Construxus Planet 6,1095,Koper Khairane,1,0,0.61,5570.776255707762,0.6047712455103474,-1.1547870579627904
2,0,Dimple Westwood,612,Kandivali West,1,0,1.48,24183.006535947712,-0.7693702987699659,1.4522319737308618
2,0,DGS Sheetal Abhishek,821,Virar,0,0,0.42,5115.712545676005,-0.1747624669799338,-1.2185279280693373
2,0,Sethia Pride Wing A,650,Kandivali East,1,0,1.14,17538.461538461535,-0.6612597838990509,0.5215291506639214
2,0,Lodha Codename Premier,540,Dombivali,1,0,0.5749,10646.296296296296,-0.9742112743148573,-0.44385789244495116
2,0,Akar Pinnacle,759,Borivali East,0,2,1.45,19104.084321475624,-0.3511533070324792,0.7408262649976202
2,0,Paradise Sai Suncity,717,Taloja,1,0,0.58,8089.260808926081,-0.47064387610033254,-0.8020223939538085
2,0,Reputed Builder Spectra Casa Bela Gold,980,Dombivali,0,1,0.5851,5970.408163265306,0.2775946873483681,-1.098810532152197
2,0,Dynamix Parkwoods,751,Thane West,1,0,1.05,13981.358189081226,-0.37391341542635603,0.0232849322168161
2,0,Puraniks Rumah Bali,672,Thane West,0,0,1.03,15327.380952380952,-0.5986694858158897,0.2118226253454457
2,0,Runwal Forest Tower 1 To 4,771,Kanjurmarg,0,1,1.3,16861.219195849546,-0.31701314444166395,0.4266676725028266
2,0,Siddha Sky Phase 4,775,Sion,1,0,2.43,31354.83870967742,-0.30563309024472557,2.4567920230913276
2,0,Progressive Prive,1065,Ulwe,1,0,0.88,8262.910798122066,0.5194208390333094,-0.7776992032415189
2,0,Cosmos Horizon,1065,Thane West,0,2,1.35,12676.05633802817,0.5194208390333094,-0.15954897412126945
2,0,UK Iridium Tower 2,682,Kandivali East,0,0,0.79,11583.577712609971,-0.5702193503235437,-0.3125726862342406
2,0,Ahuja Hive O2,898,Sion,1,0,2.15,23942.093541202674,0.044303576311130646,1.418487239605719
2,0,Prithvi Prithvi Pride Phase I,840,Mira Road East,1,0,0.78,9285.714285714286,-0.12070720954447635,-0.6344349024195765
2,0,RNA NG NG Suncity Phase II,890,Kandivali East,0,2,1.28,14382.022471910112,0.021543467917253818,0.0794060630500054
2,0,Shelter Riverside,1080,Taloja,0,0,0.73,6759.259259259259,0.5620960422718284,-0.9883159923005164
2,0,Mohan Suburbia,945,Ambernath West,0,2,0.43,4550.26455026455,0.178019213125157,-1.2977303483744271
2,0,Asshna Seabliss,685,Andheri West,1,0,2.26,32992.700729927004,-0.5616843096758398,2.6862077026626334
2,0,Saptrishi Vihar Heights,690,Ghatkopar East,1,2,1.25,18115.942028985508,-0.5474592419296669,0.6024169651042
2,0,Lodha Palava Golden Tomorrow,783,Dombivali,0,0,0.5575,7120.051085568327,-0.28287298185084875,-0.9377798048847692
2,0,Reputed Builder Usha Sadan Apartment,800,Colaba,0,1,2.35,29375.0,-0.23450775151386047,2.1794755963064825
2,0,Royal Palms Garden View,982,Goregaon East,0,1,0.78,7942.973523421589,0.28328471444683734,-0.8225128849730341
2,0,SD Building No 2 Wings A and B Alpine,1050,Kandivali East,0,1,2.4,22857.14285714286,0.47674563579479035,1.266517967830917
2,0,Lodha Codename Crown Jewel,1010,Thane West,0,1,1.05,10396.039603960397,0.36294509382540624,-0.47891140026776435
2,0,Patel Zion,950,Ambernath East,0,0,0.35,3684.2105263157896,0.19224428087133003,-1.4190387186725502
2,0, Mayflower,1000,Thane West,0,2,1.8,18000.0,0.3344949583330602,0.5861769405833718
2,0,Shree Naman Premier,576,Andheri East,0,0,1.35,23437.5,-0.8717907865424116,1.3478087155718919
2,0,STG Star Living,1142,Thane West,1,0,1.62,14185.639229422068,0.7384868823243739,0.051898620741192565
2,0,Hemani Login,853,Kandivali West,1,0,2.3,26963.657678780775,-0.08372203340442651,1.8417183673933541
2,0,Lodha Quality Home Tower 1,475,Thane West,1,0,0.7998999999999999,16839.999999999996,-1.1591371550151066,0.423695495252487
2,0,Nandkumar Janki Legacy,1060,Mira Road East,1,0,0.91,8584.905660377359,0.5051957712871363,-0.732597314786037
2,0,Keystone Elita,1160,Kharghar,0,1,1.25,10775.862068965518,0.7896971262105967,-0.42570958726503044
2,0,Runwal Garden City,600,Thane West,0,1,0.8,13333.333333333334,-0.8035104613607812,-0.06748404637995566
2,0,Shreenathji 39 Anthea,1000,Chembur,1,0,1.5,15000.0,0.3344949583330602,0.16596630610694696
2,0,Delta Vrindavan,851,Mira Road East,0,2,0.9,10575.793184488837,-0.08941206050289571,-0.453733278226676
2,0,Sai Vihar Sai Vihar CHS,1236,Kharghar,0,1,1.25,10113.268608414239,1.0059181559524266,-0.5185191934177581
2,0,JP North,534,Mira Road East,0,0,0.7998999999999999,14979.400749063669,-0.991281355610265,0.16308096467171532
2,0,Paradigm Codename Reserve,890,Borivali West,1,0,1.85,20786.516853932586,0.021543467917253818,0.9764849456401262
2,0,Adityaraj Manoranjan CHS,525,Vikhroli,1,0,1.31,24952.380952380954,-1.0168864775533764,1.559998410957309
2,0,Runwal Bliss,797,Kanjurmarg,1,0,1.98,24843.161856963612,-0.2430427921615643,1.5447000691632216
2,0,Runwal Gardenvista at Runwal Bliss,630,Kanjurmarg,1,2,1.65,26190.47619047619,-0.718160054883743,1.7334186728047223
2,0,Jhalak Solitaire,940,Ambernath East,0,2,0.44,4680.851063829788,0.16379414537898399,-1.2794390678013228
2,0,Kanakia Zenworld Phase II,707,Kanjurmarg,1,0,1.55,21923.620933521925,-0.4990940115926786,1.135759354556782
2,0,RNA NG N G Silver Spring Phase II,910,Mira Road East,0,0,0.845,9285.714285714286,0.07844373890194589,-0.6344349024195765
2,0,Ajmera Zeon,1350,Wadala,0,1,2.95,21851.85185185185,1.3302497005651714,1.1257066441086578
2,0,Agarwal Agarwal Exotica,511,Vasai,1,0,0.49450000000000005,9677.10371819961,-1.056716667242661,-0.5796129018355678
2,0,Laxmi Aashirwad,1150,Kamothe,0,1,0.89,7739.130434782609,0.7612469907182506,-0.8510652295099074
2,0,White Heaven Shree Shaswat Building No 15,1075,Mira Road East,0,0,0.995,9255.813953488372,0.5478709745256555,-0.6386230482781455
2,0,Reputed Builder Highway Park,700,Kandivali East,0,1,1.05,15000.0,-0.5190091064373208,0.16596630610694696
2,0,Reputed Builder Midas Avenue,980,Santacruz East,0,0,2.0,20408.163265306124,0.2775946873483681,0.923488878462407
2,0,S M Hatkesh Heights,956,Mira Road East,0,1,0.84,8786.610878661088,0.20931436216673763,-0.7043444222019665
2,0,Godrej Ascend,581,Thane East,1,0,1.18,20309.810671256455,-0.8575657187962386,0.909712609813069
2,0,Om Sai Chembur Nandadeep CHS Ltd,800,Chembur,1,2,1.3,16250.0,-0.23450775151386047,0.341054070472124
2,0,5P Sol Gem,1100,Kamothe,0,1,0.85,7727.272727272727,0.6189963132565205,-0.8527261411086284
2,0,Gami Asters,1140,Ghansoli,1,0,1.7,14912.280701754386,0.7327968552259047,0.1536794454497415
2,0,Arvel Nisarg Shrushti Phase 1,585,Palghar,1,0,0.45159999999999995,7719.658119658118,-0.8461856645993002,-0.8537927208076364
2,0,Lodha Paradise,720,Thane West,0,1,1.0,13888.888888888889,-0.46210883545262876,0.010332737782345131
2,0,Rustomjee Urbania Athena,1050,Thane West,0,1,1.2,11428.57142857143,0.47674563579479035,-0.33428444922213013
2,0,Runwal Runwal Forests Tower 9 To 11,616,Kanjurmarg,1,0,1.74,28246.753246753247,-0.7579902445730274,2.021441834963888
2,0,Gopal Krishna Krishna Nisarga,880,Kalyan East,1,2,0.5,5681.818181818182,-0.0069066675750922134,-1.1392333918880089
2,0,Platinum The Springs,1139,Kalamboli,0,1,1.15,10096.57594381036,0.72995184167667,-0.5208573384791909
2,0,Anmol Sadan,1100,Kharghar,0,0,0.75,6818.181818181818,0.6189963132565205,-0.9800626970105754
2,0,Tata Amantra Phase 2,802,Bhiwandi,0,2,0.55,6857.85536159601,-0.22881772441539128,-0.9745056153939069
2,0,Sheth Auris Serenity Tower 2,950,Malad West,0,0,2.55,26842.105263157893,0.19224428087133003,1.8246924948296763
2,0,Metro Tulsi Kamal,1080,Kharghar,0,1,0.89,8240.74074074074,0.5620960422718284,-0.7808045678677139
2,0,Reputed Builder Govind Complex,1192,Vashi,0,1,1.99,16694.63087248322,0.880737559786104,0.403333610816784
2,0,Ashford Regal Phase I Wing A Project,600,Bhandup West,1,0,1.48,24666.666666666668,-0.8035104613607812,1.5199783505309827
2,0,Triveni Laurel,1200,Kalyan West,0,1,1.06,8833.333333333334,0.9034976681799809,-0.6977999980945929
2,0,Runwal Forest Tower 1 To 4,650,Kanjurmarg,0,1,1.16,17846.153846153848,-0.6612597838990509,0.5646276772768887
2,0,Cosmos Horizon,1065,Thane West,0,2,1.35,12676.05633802817,0.5194208390333094,-0.15954897412126945
2,0,SB Cornerstone,1058,Kurla,0,1,1.54,14555.765595463137,0.49950574418866717,0.103742299111383
2,0,Runwal Bliss Wing B,631,Kanjurmarg,1,2,1.5,23771.790808240887,-0.7153150413345084,1.3946328997820718
2,0,Lakhani Empire Towers,1050,Thane West,1,0,1.7,16190.47619047619,0.47674563579479035,0.33271655788330606
2,0,Nrose Northern Hills,623,Dahisar,1,0,1.4,22471.91011235955,-0.7380751497283853,1.2125583357954208
2,0,Romell Amore,564,Jogeshwari West,1,0,1.63,28900.709219858152,-0.9059309491332268,2.113041586423241
